response_id,submission_timestamp,completion_time_minutes,survey_version,device_type,Q1_industry_sector,Q2_annual_revenue,Q3_number_employees,Q4_geographic_location,Q5_energy_consumption_mwh,Q6_currently_using_h2,Q7_current_h2_source,Q8_annual_h2_consumption_tonnes,Q9_challenge_cost,Q9_challenge_supply,Q9_challenge_certification,Q9_challenge_logistics,Q9_challenge_safety,Q9_challenge_carbon,Q10_influence_uae_net_zero,Q10_influence_uae_hydrogen_strategy,Q10_influence_customer_requirements,Q10_influence_esg_standards,Q10_influence_eu_cbam,Q10_influence_investor_pressure,Q10_influence_board_mandate,Q10_influence_competitive_pressure,Q10_influence_government_incentives,Q10_influence_carbon_credits,Q11_cert_iso_14001,Q11_cert_iso_50001,Q11_cert_uae_ministry,Q11_cert_adnoc_hse,Q11_cert_international_cert,Q11_cert_blockchain_verified,Q11_cert_customer_specific,Q11_cert_carbon_neutral,Q11_cert_green_h2_cert,Q11_cert_none_required,Q12_stakeholder_ceo_csuite,Q12_stakeholder_procurement,Q12_stakeholder_sustainability_officer,Q12_stakeholder_operations,Q12_stakeholder_finance_cfo,Q12_stakeholder_board_directors,Q12_stakeholder_government_relations,Q12_stakeholder_environmental_team,Q12_stakeholder_supply_chain,Q12_stakeholder_external_consultants,Q13_transition_timeline,Q14_sustainability_budget_usd,Q15_h2_budget_percentage,Q16_roi_timeline,Q18_pricing_model,Q17_feature_real_time_pricing,Q17_feature_blockchain_cert,Q17_feature_carbon_tracking,Q17_feature_compliance_reporting,Q17_feature_supply_demand_matching,Q17_feature_logistics_optimization,Q17_feature_safety_monitoring,Q17_feature_predictive_analytics,Q17_feature_erp_integration,Q17_feature_mobile_app,Q17_feature_support_24_7,Q17_feature_insurance_coverage,Q19_integration_sap,Q19_integration_oracle,Q19_integration_microsoft_dynamics,Q19_integration_custom_erp,Q19_integration_iot_sensors,Q19_integration_scada,Q19_integration_banking,Q19_integration_government_portals,Q19_integration_no_integration,Q20_monthly_budget_usd,Q21_platform_fee_percentage,Q22_carbon_value_usd_per_tonne,Q23_likelihood_to_use,Q24_would_recommend,Q25_decision_timeline,Q26_main_concerns,Q27_additional_features,Q28_follow_up,Q28_contact_name,Q28_contact_email,Q28_contact_phone,Q28_contact_company,Q28_contact_title,company_profile_segment
RESP_00297,2025-11-02 18:09:37,16.1,1.0,Mobile,aluminum,5,5,Abu Dhabi,27417.0,0,not_applicable,0.0,4,5,5,2,5,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,3,174200.0,4.8,2,monthly_subscription,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,50000.0,0.8,79.0,2,2,immediate,Scalability for our operations,Multi-language support including Arabic,yes,Fatima Al-Falasi,fatima.alfalasi@example.com,+971-51-144-4792,TAQA,Operations Head,large_industrial
RESP_00298,2025-10-23 04:08:37,12.7,1.0,Mobile,chemical,4,4,Saudi Arabia,2678.0,1,not_applicable,30.4,5,2,3,5,3,4,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,6,123800.0,26.4,4,monthly_subscription,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,26060.0,1.3,41.0,2,1,immediate,Safety protocols and compliance,Integration with carbon credit markets,yes,Aisha Al-Maktoum,aisha.almaktoum@example.com,+971-59-681-2020,TAQA,Procurement Director,mid_market
RESP_00299,2025-11-01 20:41:37,10.1,1.0,Desktop,logistics,2,1,Abu Dhabi,139.0,0,not_applicable,0.0,4,4,3,3,2,4,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,35500.0,2.3,2,transaction_fee,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1540.0,3.0,51.0,-1,-2,long,Vendor lock-in concerns,Mobile app for field operations,no,,,,,,small_innovative
RESP_00300,2025-10-26 23:26:37,14.5,1.0,Mobile,chemical,2,2,Saudi Arabia,1806.0,1,grey,19.6,5,3,2,4,4,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,5,118100.0,41.1,5,pay_per_use,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10230.0,3.8,22.0,1,2,short,Scalability for our operations,Customizable workflows,yes,Sara Al-Nahyan,sara.alnahyan@example.com,+971-59-211-3546,Emirates Steel,Procurement Director,growing_company
RESP_00301,2025-10-30 18:33:37,9.7,1.0,Desktop,transport,2,2,Sharjah/Northern Emirates,201.0,0,not_applicable,0.0,5,3,4,5,3,4,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,3,72300.0,7.3,5,transaction_fee,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1810.0,4.3,20.0,-1,-1,long,Safety protocols and compliance,Customizable workflows,no,,,,,,small_innovative
RESP_00302,2025-10-31 17:24:37,14.6,1.0,Desktop,chemical,3,2,Abu Dhabi,452.0,0,not_applicable,0.0,5,5,3,5,3,4,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,2,106000.0,6.5,5,monthly_subscription,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,13680.0,5.0,27.0,0,0,medium,Cost-benefit ratio unclear,Automated reporting dashboards,no,,,,,,growing_company
RESP_00303,2025-10-15 10:21:37,13.2,1.0,Desktop,chemical,2,2,Saudi Arabia,426.0,0,not_applicable,0.0,4,3,4,3,3,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,66900.0,11.7,5,monthly_subscription,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,4300.0,3.9,27.0,-1,-2,none,Regulatory compliance complexity,API for custom integrations,no,,,,,,growing_company
RESP_00304,2025-11-03 21:31:37,11.0,1.0,Mobile,manufacturing,4,3,Dubai,3727.0,1,grey,61.6,3,3,3,4,3,5,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,6,112000.0,24.3,3,pay_per_use,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,37370.0,2.9,53.0,2,2,short,Need more proof of ROI,API for custom integrations,yes,Sara Al-Mazrouei,sara.almazrouei@example.com,+971-56-625-1802,Masdar,Operations Head,mid_market
RESP_00305,2025-10-10 18:46:37,8.7,1.0,Desktop,chemical,2,2,Abu Dhabi,778.0,0,not_applicable,0.0,4,4,4,3,3,4,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,44800.0,7.9,2,transaction_fee,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,4670.0,2.1,20.0,0,0,medium,Training requirements for staff,AI-powered demand forecasting,no,,,,,,growing_company
RESP_00306,2025-11-06 17:34:37,13.3,1.0,Desktop,manufacturing,4,3,Abu Dhabi,4178.0,0,not_applicable,0.0,5,3,4,4,3,3,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,150100.0,7.6,5,monthly_subscription,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,31100.0,1.7,30.0,0,0,medium,Need more proof of ROI,Multi-language support including Arabic,no,,,,,,mid_market
RESP_00307,2025-11-10 05:47:37,13.4,1.0,Mobile,power,2,2,Saudi Arabia,341.0,0,not_applicable,0.0,3,3,2,5,2,5,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,3,53500.0,8.7,4,freemium,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2080.0,2.7,26.0,-1,-2,long,Safety protocols and compliance,Automated reporting dashboards,no,,,,,,small_innovative
RESP_00308,2025-11-03 19:17:37,14.8,1.0,Desktop,transport,2,1,Dubai,148.0,0,not_applicable,0.0,4,2,3,4,3,5,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,28300.0,4.1,4,freemium,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1210.0,3.2,58.0,-1,-2,long,Cost-benefit ratio unclear,Benchmarking against industry peers,no,,,,,,small_innovative
RESP_00309,2025-10-22 22:42:37,10.6,1.0,Mobile,power,4,4,Dubai,10000.0,0,not_applicable,0.0,4,4,3,5,4,4,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,2,195700.0,1.3,3,monthly_subscription,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,40220.0,2.8,75.0,1,2,short,Vendor lock-in concerns,Multi-language support including Arabic,yes,Ahmed Al-Maktoum,ahmed.almaktoum@example.com,+971-53-761-8265,EGA,Sustainability Manager,mid_market
RESP_00310,2025-11-08 17:37:37,12.0,1.0,Tablet,transport,3,2,Sharjah/Northern Emirates,619.0,1,grey,9.2,3,5,3,3,4,4,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,6,80000.0,39.8,4,monthly_subscription,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,17520.0,4.0,28.0,1,2,short,Need more proof of ROI,Mobile app for field operations,yes,Abdullah Al-Suwaidi,abdullah.alsuwaidi@example.com,+971-56-608-1483,TAQA,Energy Manager,growing_company
RESP_00311,2025-11-04 02:23:37,9.6,1.0,Desktop,power,4,4,Abu Dhabi,6520.0,1,not_applicable,29.2,3,4,4,3,2,5,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,6,149800.0,45.1,4,transaction_fee,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,44120.0,1.1,78.0,2,1,short,Data security and privacy,Audit trail functionality,yes,Fatima Al-Rashid,fatima.alrashid@example.com,+971-59-734-5026,Masdar,Energy Manager,mid_market
RESP_00312,2025-10-26 06:35:37,14.6,1.0,Desktop,chemical,3,3,Dubai,336.0,1,grey,11.3,5,2,2,5,3,5,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,4,50100.0,32.8,3,pay_per_use,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,8840.0,2.9,64.0,0,0,long,Need more proof of ROI,Real-time alerts and notifications,no,,,,,,growing_company
RESP_00313,2025-11-03 10:44:37,13.9,1.0,Desktop,chemical,2,2,Abu Dhabi,594.0,0,not_applicable,0.0,5,5,4,5,3,4,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,55700.0,3.9,4,transaction_fee,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,5470.0,3.9,54.0,-1,-2,none,Safety protocols and compliance,Audit trail functionality,no,,,,,,growing_company
RESP_00314,2025-10-16 07:16:37,11.0,1.0,Desktop,refining,5,5,Dubai,21415.0,1,blue,163.0,5,5,4,4,3,5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,4,210300.0,35.1,2,annual_license,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,50000.0,1.5,52.0,2,1,medium,Training requirements for staff,Mobile app for field operations,yes,Khalid Al-Ketbi,khalid.alketbi@example.com,+971-58-900-8940,DP World,Supply Chain Director,large_industrial
RESP_00315,2025-10-28 23:29:37,13.9,1.0,Mobile,financial,1,1,Dubai,323.0,1,grey,6.4,3,4,3,5,3,3,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,5,40200.0,43.1,4,freemium,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1180.0,2.9,30.0,1,1,short,Training requirements for staff,Mobile app for field operations,yes,Abdullah Al-Qassimi,abdullah.alqassimi@example.com,+971-50-930-5602,ADNOC Group,Energy Manager,small_innovative
RESP_00316,2025-10-16 13:26:37,14.6,1.0,Desktop,chemical,6,6,Abu Dhabi,24912.0,0,not_applicable,0.0,3,4,3,3,3,5,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,5,1133200.0,18.6,2,annual_license,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,50000.0,0.8,79.0,2,1,medium,Regulatory compliance complexity,Real-time alerts and notifications,yes,Mohammad Al-Qassimi,mohammad.alqassimi@example.com,+971-53-372-9743,ADNOC Group,Procurement Director,large_industrial
RESP_00317,2025-10-30 02:29:37,14.0,1.0,Mobile,refining,6,6,Abu Dhabi,10000.0,1,mixed,96.4,4,4,5,3,4,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,5,627700.0,32.5,2,monthly_subscription,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,50000.0,1.7,77.0,2,2,immediate,Safety protocols and compliance,Customizable workflows,yes,Khalid Al-Mazrouei,khalid.almazrouei@example.com,+971-59-128-6761,EGA,Supply Chain Director,large_industrial
RESP_00318,2025-10-23 22:29:37,8.0,1.0,Desktop,transport,3,2,Abu Dhabi,666.0,0,not_applicable,0.0,3,2,4,5,4,5,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,3,65700.0,13.9,4,monthly_subscription,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,6860.0,3.2,44.0,-1,-2,long,Cost-benefit ratio unclear,API for custom integrations,no,,,,,,growing_company
RESP_00319,2025-11-02 12:26:37,11.4,1.0,Desktop,transport,1,1,Saudi Arabia,111.0,1,not_applicable,3.5,5,5,2,3,2,4,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,5,31000.0,20.3,3,transaction_fee,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,860.0,2.8,33.0,1,2,immediate,Need more proof of ROI,Mobile app for field operations,yes,Hassan Al-Rashid,hassan.alrashid@example.com,+971-55-728-4300,EGA,Operations Head,small_innovative
RESP_00320,2025-11-09 07:31:37,14.3,1.0,Tablet,transport,3,2,Abu Dhabi,520.0,0,not_applicable,0.0,5,2,4,5,3,3,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,3,38100.0,10.8,3,monthly_subscription,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,8060.0,4.1,80.0,-1,-1,none,Need more proof of ROI,Multi-language support including Arabic,no,,,,,,growing_company
RESP_00321,2025-10-13 14:45:37,16.6,1.0,Desktop,chemical,2,2,Dubai,393.0,1,mixed,2.9,4,5,3,3,2,4,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,4,23100.0,23.4,5,freemium,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,4250.0,4.6,72.0,1,1,short,Vendor lock-in concerns,Automated reporting dashboards,yes,Mohammad Al-Mazrouei,mohammad.almazrouei@example.com,+971-56-700-2655,DP World,Operations Head,growing_company
RESP_00322,2025-11-04 08:13:37,8.1,1.0,Desktop,chemical,4,4,Dubai,3917.0,0,not_applicable,0.0,4,2,2,5,3,4,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,2,203600.0,5.9,2,monthly_subscription,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,50000.0,1.8,72.0,1,2,immediate,Need more proof of ROI,Real-time alerts and notifications,yes,Hassan Al-Mazrouei,hassan.almazrouei@example.com,+971-52-824-6846,DEWA,Supply Chain Director,mid_market
RESP_00323,2025-10-31 07:56:37,11.8,1.0,Desktop,chemical,5,5,Abu Dhabi,10000.0,1,grey,95.2,4,4,4,3,4,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,6,337700.0,49.5,2,annual_license,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,50000.0,1.6,87.0,2,2,short,Vendor lock-in concerns,Benchmarking against industry peers,yes,Fatima Al-Rashid,fatima.alrashid@example.com,+971-59-500-1530,EGA,Supply Chain Director,large_industrial
RESP_00324,2025-11-02 11:04:37,17.5,1.0,Desktop,logistics,2,2,Dubai,321.0,1,not_applicable,5.0,3,4,3,5,3,5,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,5,68300.0,47.9,3,transaction_fee,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,6040.0,2.5,73.0,1,1,medium,Vendor lock-in concerns,Automated reporting dashboards,yes,Hassan Al-Nahyan,hassan.alnahyan@example.com,+971-55-863-2274,DEWA,Operations Head,growing_company
RESP_00325,2025-10-21 04:48:37,12.6,1.0,Mobile,power,3,4,Dubai,2937.0,0,not_applicable,0.0,5,4,2,3,2,3,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,100900.0,2.7,3,transaction_fee,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,15360.0,2.0,36.0,1,1,short,Vendor lock-in concerns,Integration with carbon credit markets,yes,Khalid Al-Ketbi,khalid.alketbi@example.com,+971-50-371-4435,DEWA,Sustainability Manager,mid_market
RESP_00326,2025-10-16 03:54:37,13.3,1.0,Mobile,chemical,3,3,Dubai,456.0,1,not_applicable,6.5,5,2,4,4,2,5,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,5,98400.0,28.5,5,pay_per_use,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,8790.0,2.4,75.0,1,2,short,Vendor lock-in concerns,Audit trail functionality,yes,Aisha Al-Ketbi,aisha.alketbi@example.com,+971-56-270-7783,Mubadala,Energy Manager,growing_company
RESP_00327,2025-10-29 03:47:37,12.9,1.0,Desktop,power,3,4,Abu Dhabi,5319.0,1,grey,51.0,5,3,4,4,3,5,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,5,52000.0,34.5,4,freemium,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,19740.0,2.1,43.0,1,2,immediate,Integration complexity with existing systems,Mobile app for field operations,yes,Abdullah Al-Qassimi,abdullah.alqassimi@example.com,+971-52-562-2207,ADNOC Group,Operations Head,mid_market
RESP_00328,2025-11-02 04:36:37,11.1,1.0,Mobile,financial,2,2,Dubai,142.0,0,not_applicable,0.0,3,4,4,3,3,4,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,37300.0,4.4,4,pay_per_use,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2350.0,2.2,50.0,0,0,long,Data security and privacy,Automated reporting dashboards,no,,,,,,small_innovative
RESP_00329,2025-10-18 05:05:37,12.0,1.0,Mobile,financial,2,2,Abu Dhabi,104.0,0,not_applicable,0.0,5,5,2,5,3,4,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,3,47000.0,4.3,4,monthly_subscription,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1580.0,2.6,48.0,-1,-2,long,Cost-benefit ratio unclear,Mobile app for field operations,no,,,,,,small_innovative
RESP_00330,2025-10-21 11:43:37,14.6,1.0,Tablet,transport,3,3,Dubai,1469.0,1,grey,5.4,4,3,3,5,3,5,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,5,140300.0,20.8,3,freemium,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,19030.0,1.6,46.0,2,2,short,Cost-benefit ratio unclear,Mobile app for field operations,yes,Ahmed Al-Suwaidi,ahmed.alsuwaidi@example.com,+971-52-721-8113,EGA,Sustainability Manager,mid_market
RESP_00331,2025-11-04 01:14:37,9.5,1.0,Desktop,chemical,2,2,Abu Dhabi,474.0,0,not_applicable,0.0,5,4,4,4,3,4,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,57200.0,12.8,4,monthly_subscription,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,4010.0,2.4,71.0,0,0,long,Training requirements for staff,Integration with carbon credit markets,no,,,,,,growing_company
RESP_00332,2025-10-19 22:21:37,9.7,1.0,Desktop,transport,2,3,Sharjah/Northern Emirates,444.0,1,mixed,3.9,5,3,3,5,3,5,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,6,40700.0,35.0,3,monthly_subscription,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,5540.0,3.3,24.0,1,2,immediate,Vendor lock-in concerns,API for custom integrations,yes,Ahmed Al-Suwaidi,ahmed.alsuwaidi@example.com,+971-59-662-9043,EGA,Sustainability Manager,growing_company
RESP_00333,2025-10-28 05:22:37,15.1,1.0,Tablet,transport,4,4,Saudi Arabia,3447.0,0,not_applicable,0.0,4,3,4,3,3,4,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,3,110900.0,14.2,3,monthly_subscription,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,28430.0,2.5,33.0,2,1,short,Blockchain technology maturity,Multi-language support including Arabic,yes,Abdullah Al-Ketbi,abdullah.alketbi@example.com,+971-53-199-1421,DEWA,Procurement Director,mid_market
RESP_00334,2025-10-26 04:21:37,12.8,1.0,Desktop,transport,2,2,Dubai,80.0,0,not_applicable,0.0,4,4,3,4,3,4,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,2,23700.0,11.6,4,monthly_subscription,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1710.0,4.7,60.0,0,0,medium,Scalability for our operations,Customizable workflows,no,,,,,,small_innovative
RESP_00335,2025-10-12 10:24:37,14.7,1.0,Mobile,steel,6,6,Abu Dhabi,43759.0,1,blue,383.1,4,3,4,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,5,536700.0,38.1,2,annual_license,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,50000.0,2.0,115.0,2,2,medium,Scalability for our operations,API for custom integrations,yes,Mariam Al-Suwaidi,mariam.alsuwaidi@example.com,+971-52-479-7249,DP World,Procurement Director,large_industrial
RESP_00336,2025-11-01 17:11:37,17.2,1.0,Tablet,logistics,1,2,Abu Dhabi,159.0,1,mixed,2.8,3,4,4,4,2,3,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,6,15600.0,40.5,2,transaction_fee,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1040.0,3.5,63.0,0,0,medium,Blockchain technology maturity,Benchmarking against industry peers,no,,,,,,small_innovative
RESP_00337,2025-11-09 02:52:37,13.8,1.0,Desktop,manufacturing,3,4,Abu Dhabi,7386.0,0,not_applicable,0.0,3,4,2,5,3,4,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,75500.0,4.4,4,transaction_fee,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,18930.0,1.6,36.0,1,2,short,Safety protocols and compliance,Audit trail functionality,yes,Mohammad Al-Maktoum,mohammad.almaktoum@example.com,+971-55-927-9871,TAQA,Supply Chain Director,mid_market
RESP_00338,2025-11-08 18:48:37,11.5,1.0,Mobile,chemical,5,5,Abu Dhabi,14601.0,1,grey,233.4,4,4,4,3,5,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,6,678400.0,38.7,2,annual_license,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,50000.0,0.9,102.0,2,2,short,Data security and privacy,API for custom integrations,yes,Mariam Al-Ketbi,mariam.alketbi@example.com,+971-59-341-8803,Masdar,Sustainability Manager,large_industrial
RESP_00339,2025-10-24 12:43:37,12.5,1.0,Desktop,refining,6,6,Dubai,42016.0,1,blue,627.1,3,3,4,3,3,5,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,6,681500.0,34.5,2,annual_license,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,50000.0,1.9,51.0,2,1,short,Safety protocols and compliance,AI-powered demand forecasting,yes,Abdullah Al-Nahyan,abdullah.alnahyan@example.com,+971-51-875-8357,EGA,Procurement Director,large_industrial
RESP_00340,2025-11-06 06:13:37,8.0,1.0,Desktop,logistics,3,2,Dubai,699.0,1,not_applicable,8.5,5,3,2,4,3,5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,6,97500.0,35.8,2,freemium,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,15390.0,3.1,28.0,2,1,medium,Cost-benefit ratio unclear,Real-time alerts and notifications,yes,Aisha Al-Qassimi,aisha.alqassimi@example.com,+971-52-954-5225,DP World,Sustainability Manager,growing_company
RESP_00341,2025-10-23 19:05:37,12.0,1.0,Desktop,logistics,3,2,Saudi Arabia,369.0,1,grey,2.9,5,3,3,4,2,5,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,6,67000.0,42.9,5,pay_per_use,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,9680.0,2.8,46.0,1,2,medium,Data security and privacy,Automated reporting dashboards,yes,Omar Al-Ketbi,omar.alketbi@example.com,+971-50-905-9561,TAQA,Sustainability Manager,growing_company
RESP_00342,2025-11-05 13:03:37,9.7,1.0,Desktop,transport,2,2,Dubai,310.0,0,not_applicable,0.0,5,4,3,5,2,5,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,2,24600.0,0.5,4,monthly_subscription,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1780.0,4.5,70.0,-1,-2,none,Cost-benefit ratio unclear,Multi-language support including Arabic,no,,,,,,small_innovative
